"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"59",query_1,TRUE,0.00095809733875164,92,940,21,0.0223404255319149,0.228260869565217,REAC:R-HSA-168164,REAC,Toll Like Receptor 3 (TLR3) Cascade,10594,2126,REAC:R-HSA-168898
"60",query_1,TRUE,0.00203491489560872,2,101,2,0.0198019801980198,1,REAC:R-HSA-163754,REAC,Insulin effects increased synthesis of Xylulose-5-Phosphate,10594,1039,REAC:R-HSA-163685
"61",query_1,TRUE,0.00342823625101166,97,12,3,0.25,0.0309278350515464,REAC:R-HSA-6803157,REAC,Antimicrobial peptides,10594,142,REAC:R-HSA-168249
"62",query_1,TRUE,0.00374068145538147,178,934,31,0.0331905781584582,0.174157303370787,REAC:R-HSA-72163,REAC,mRNA Splicing - Major Pathway,10594,2288,REAC:R-HSA-72172
"63",query_1,TRUE,0.00374068145538147,138,833,24,0.0288115246098439,0.173913043478261,REAC:R-HSA-446652,REAC,Interleukin-1 family signaling,10594,1062,REAC:R-HSA-449147
"64",query_1,TRUE,0.00380546794716893,7,521,4,0.00767754318618042,0.571428571428571,REAC:R-HSA-444473,REAC,Formyl peptide receptors bind formyl peptides and many other ligands,10594,827,REAC:R-HSA-375276
"65",query_1,TRUE,0.0038796026934962,831,200,31,0.155,0.0373044524669073,REAC:R-HSA-1280215,REAC,Cytokine Signaling in Immune system,10594,379,REAC:R-HSA-168256
"66",query_1,TRUE,0.00408399783652363,19,12,2,0.166666666666667,0.105263157894737,REAC:R-HSA-5686938,REAC,Regulation of TLR by endogenous ligand,10594,1708,REAC:R-HSA-168898
"67",query_1,TRUE,0.00569169127643249,60,103,5,0.0485436893203883,0.0833333333333333,REAC:R-HSA-6790901,REAC,rRNA modification in the nucleus and cytosol,10594,2310,REAC:R-HSA-8868773
"68",query_1,TRUE,0.00621499394756563,15,247,4,0.0161943319838057,0.266666666666667,REAC:R-HSA-71336,REAC,Pentose phosphate pathway,10594,1478,REAC:R-HSA-71387
"69",query_1,TRUE,0.00621499394756563,24,12,2,0.166666666666667,0.0833333333333333,REAC:R-HSA-5668599,REAC,RHO GTPases Activate NADPH Oxidases,10594,1594,REAC:R-HSA-195258
"70",query_1,TRUE,0.00621499394756563,63,940,15,0.0159574468085106,0.238095238095238,REAC:R-HSA-450294,REAC,MAP kinase activation,10594,1158,c("REAC:R-HSA-166058", "REAC:R-HSA-168164", "REAC:R-HSA-448424", "REAC:R-HSA-937061", "REAC:R-HSA-975138", "REAC:R-HSA-975871")
"71",query_1,TRUE,0.00676794080637944,13,118,3,0.0254237288135593,0.230769230769231,REAC:R-HSA-75205,REAC,Dissolution of Fibrin Clot,10594,668,REAC:R-HSA-109582
"72",query_1,TRUE,0.0072202257763857,71,940,16,0.0170212765957447,0.225352112676056,REAC:R-HSA-448424,REAC,Interleukin-17 signaling,10594,1069,REAC:R-HSA-449147
"73",query_1,TRUE,0.0072202257763857,186,934,31,0.0331905781584582,0.166666666666667,REAC:R-HSA-72172,REAC,mRNA Splicing,10594,2287,REAC:R-HSA-72203
"74",query_1,TRUE,0.0110937724195987,101,813,18,0.022140221402214,0.178217821782178,REAC:R-HSA-9020702,REAC,Interleukin-1 signaling,10594,1064,REAC:R-HSA-446652
"75",query_1,TRUE,0.0118820448330651,38,198,5,0.0252525252525253,0.131578947368421,REAC:R-HSA-445355,REAC,Smooth Muscle Contraction,10594,1956,REAC:R-HSA-397014
"76",query_1,TRUE,0.01225948578896,4,599,3,0.00500834724540901,0.75,REAC:R-HSA-180689,REAC,APOBEC3G mediated resistance to HIV-1 infection,10594,27,REAC:R-HSA-162909
"77",query_1,TRUE,0.0133425901724562,7,757,4,0.00528401585204756,0.571428571428571,REAC:R-HSA-110357,REAC,Displacement of DNA glycosylase by APEX1,10594,667,REAC:R-HSA-73933
"78",query_1,TRUE,0.0146469207945796,237,934,36,0.0385438972162741,0.151898734177215,REAC:R-HSA-72203,REAC,Processing of Capped Intron-Containing Pre-mRNA,10594,1550,REAC:R-HSA-8953854
"79",query_1,TRUE,0.0169449193145044,107,5,2,0.4,0.0186915887850467,REAC:R-HSA-8957275,REAC,Post-translational protein phosphorylation,10594,1534,REAC:R-HSA-597592
"80",query_1,TRUE,0.0177874011036241,125,262,10,0.0381679389312977,0.08,REAC:R-HSA-114608,REAC,Platelet degranulation ,10594,1521,REAC:R-HSA-76005
"81",query_1,TRUE,0.0180412913081658,54,861,12,0.0139372822299652,0.222222222222222,REAC:R-HSA-450408,REAC,AUF1 (hnRNP D0) binds and destabilizes mRNA,10594,34,REAC:R-HSA-450531
"82",query_1,TRUE,0.0181626856935318,257,530,25,0.0471698113207547,0.0972762645914397,REAC:R-HSA-76002,REAC,Platelet activation, signaling and aggregation,10594,1519,REAC:R-HSA-109582
"83",query_1,TRUE,0.0184273656971052,12,1,1,1,0.0833333333333333,REAC:R-HSA-196108,REAC,Pregnenolone biosynthesis,10594,1543,REAC:R-HSA-196071
"84",query_1,TRUE,0.0213447716461668,124,5,2,0.4,0.0161290322580645,REAC:R-HSA-381426,REAC,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),10594,1695,REAC:R-HSA-392499
"85",query_1,TRUE,0.0216388117896103,86,861,16,0.0185830429732869,0.186046511627907,REAC:R-HSA-450531,REAC,Regulation of mRNA stability by proteins that bind AU-rich elements,10594,1737,REAC:R-HSA-8953854
"86",query_1,TRUE,0.0221236965270938,40,223,5,0.0224215246636771,0.125,REAC:R-HSA-3928662,REAC,EPHB-mediated forward signaling,10594,699,REAC:R-HSA-2682334
"87",query_1,TRUE,0.0221236965270938,130,262,10,0.0381679389312977,0.0769230769230769,REAC:R-HSA-76005,REAC,Response to elevated platelet cytosolic Ca2+,10594,1775,REAC:R-HSA-76002
"88",query_1,TRUE,0.022604781630866,34,885,9,0.0101694915254237,0.264705882352941,REAC:R-HSA-9615710,REAC,Late endosomal microautophagy,10594,1128,REAC:R-HSA-9612973
"89",query_1,TRUE,0.0228848812594996,4,4,1,0.25,0.25,REAC:R-HSA-2855086,REAC,Ficolins bind to repetitive carbohydrate structures on the target cell surface,10594,803,REAC:R-HSA-166662
"90",query_1,TRUE,0.0292070996243924,11,254,3,0.0118110236220472,0.272727272727273,REAC:R-HSA-73614,REAC,Pyrimidine salvage,10594,1579,REAC:R-HSA-8956321
"91",query_1,TRUE,0.0328517205713693,35,569,7,0.0123022847100176,0.2,REAC:R-HSA-5663213,REAC,RHO GTPases Activate WASPs and WAVEs,10594,1597,REAC:R-HSA-195258
"92",query_1,TRUE,0.0328517205713693,17,167,3,0.0179640718562874,0.176470588235294,REAC:R-HSA-8876725,REAC,Protein methylation,10594,1567,REAC:R-HSA-597592
"93",query_1,TRUE,0.0335660269108139,48,923,11,0.0119176598049837,0.229166666666667,REAC:R-HSA-437239,REAC,Recycling pathway of L1,10594,1679,REAC:R-HSA-373760
"94",query_1,TRUE,0.0345410835137646,10,667,4,0.00599700149925037,0.4,REAC:R-HSA-450341,REAC,Activation of the AP-1 family of transcription factors,10594,94,REAC:R-HSA-450282
"95",query_1,TRUE,0.0371130282124145,31,667,7,0.0104947526236882,0.225806451612903,REAC:R-HSA-450282,REAC,MAPK targets/ Nuclear events mediated by MAP kinases,10594,1162,REAC:R-HSA-450294
"96",query_1,TRUE,0.0371130282124145,7,4,1,0.25,0.142857142857143,REAC:R-HSA-166662,REAC,Lectin pathway of complement activation,10594,1131,REAC:R-HSA-166786
"97",query_1,TRUE,0.0373739028107137,15,436,4,0.00917431192660551,0.266666666666667,REAC:R-HSA-844456,REAC,The NLRP3 inflammasome,10594,2106,REAC:R-HSA-622312
"98",query_1,TRUE,0.0386444349155756,125,746,18,0.0241286863270777,0.144,REAC:R-HSA-162909,REAC,Host Interactions of HIV factors,10594,971,REAC:R-HSA-162906
"99",query_1,TRUE,0.0390403673386701,18,172,3,0.0174418604651163,0.166666666666667,REAC:R-HSA-446353,REAC,Cell-extracellular matrix interactions,10594,297,REAC:R-HSA-446728
"100",query_1,TRUE,0.0435178234393376,110,593,14,0.0236087689713322,0.127272727272727,REAC:R-HSA-6785807,REAC,Interleukin-4 and Interleukin-13 signaling,10594,1083,REAC:R-HSA-449147
"101",query_1,TRUE,0.0436357587051897,79,746,13,0.017426273458445,0.164556962025316,REAC:R-HSA-8852276,REAC,The role of GTSE1 in G2/M progression after G2 checkpoint,10594,2114,REAC:R-HSA-69275
"102",query_1,TRUE,0.0436357587051897,35,1,1,1,0.0285714285714286,REAC:R-HSA-196071,REAC,Metabolism of steroid hormones,10594,1226,REAC:R-HSA-8957322
"103",query_1,TRUE,0.0446931655385124,22,750,6,0.008,0.272727272727273,REAC:R-HSA-112409,REAC,RAF-independent MAPK1/3 activation,10594,1587,REAC:R-HSA-5684996
"104",query_1,TRUE,0.0446931655385124,47,575,8,0.0139130434782609,0.170212765957447,REAC:R-HSA-9020591,REAC,Interleukin-12 signaling,10594,1067,REAC:R-HSA-447115
"105",query_1,TRUE,0.0464979697020643,38,575,7,0.0121739130434783,0.184210526315789,REAC:R-HSA-8950505,REAC,Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation,10594,888,REAC:R-HSA-9020591
"106",query_1,TRUE,0.0464979697020643,8,5,1,0.2,0.125,REAC:R-HSA-3595177,REAC,Defective CHSY1 causes TPBS,10594,458,REAC:R-HSA-3560782
"107",query_1,TRUE,0.0464979697020643,8,5,1,0.2,0.125,REAC:R-HSA-3595172,REAC,Defective CHST3 causes SEDCJD,10594,456,REAC:R-HSA-3560782
"108",query_1,TRUE,0.0464979697020643,45,482,7,0.0145228215767635,0.155555555555556,REAC:R-HSA-9649948,REAC,Signaling downstream of RAS mutants,10594,1949,REAC:R-HSA-6802949
"109",query_1,TRUE,0.0464979697020643,13,940,5,0.00531914893617021,0.384615384615385,REAC:R-HSA-209560,REAC,NF-kB is activated and signals survival,10594,1300,REAC:R-HSA-193639
"110",query_1,TRUE,0.0464979697020643,45,482,7,0.0145228215767635,0.155555555555556,REAC:R-HSA-6802955,REAC,Paradoxical activation of RAF signaling by kinase inactive BRAF,10594,1474,REAC:R-HSA-6802957
"111",query_1,TRUE,0.0464979697020643,45,482,7,0.0145228215767635,0.155555555555556,REAC:R-HSA-6802946,REAC,Signaling by moderate kinase activity BRAF mutants,10594,1946,REAC:R-HSA-6802957
"112",query_1,TRUE,0.0464979697020643,45,482,7,0.0145228215767635,0.155555555555556,REAC:R-HSA-6802949,REAC,Signaling by RAS mutants,10594,1929,REAC:R-HSA-6802957
"113",query_1,TRUE,0.0464979697020643,8,5,1,0.2,0.125,REAC:R-HSA-3595174,REAC,Defective CHST14 causes EDS, musculocontractural type,10594,455,REAC:R-HSA-3560782
