"status","family","pval","qval","gene_short_name","is.feature","score","dir"
"SNHG8","OK","negbinomial.size",0.0438842394964936,0.101646074729415,"SNHG8",FALSE,-2.28625835520267,1
"TM2D1","OK","negbinomial.size",0.0438985585522263,0.101649777279293,"TM2D1",FALSE,-2.28622192996485,1
"ACADSB","OK","negbinomial.size",0.0439319487096191,0.101697625184984,"ACADSB",FALSE,-2.28575132738036,1
"PANK3","OK","negbinomial.size",0.0441740450268975,0.102228437245855,"PANK3",FALSE,-2.28054538897923,1
"PRKD3","OK","negbinomial.size",0.0442073009828156,0.102246177179068,"PRKD3",FALSE,2.28037187175992,-1
"SERTAD2","OK","negbinomial.size",0.0441986411550343,0.102246177179068,"SERTAD2",FALSE,-2.28037187175992,1
"FBXO18","OK","negbinomial.size",0.0442790303426996,0.102382445448065,"FBXO18",FALSE,-2.27904001224397,1
"RREB1","OK","negbinomial.size",0.0444000779523501,0.102602956309205,"RREB1",FALSE,-2.27688853273071,1
"PSD4","OK","negbinomial.size",0.0443891748584258,0.102602956309205,"PSD4",FALSE,-2.27688853273071,1
"ELK4","OK","negbinomial.size",0.0444137442497489,0.102604865654739,"ELK4",FALSE,-2.27686992383446,1
"TUBB2A","OK","negbinomial.size",0.0448780989412691,0.103647655676209,"TUBB2A",FALSE,2.26675805804828,-1
"DDX17","OK","negbinomial.size",0.0449506225640511,0.103785155998073,"DDX17",FALSE,-2.26543232427556,1
"PRKRIR","OK","negbinomial.size",0.0451108462772834,0.10412500652853,"PRKRIR",FALSE,-2.26216311579616,1
"PGM3","OK","negbinomial.size",0.0452294073534894,0.10436852271491,"PGM3",FALSE,0,0
"AMN","OK","negbinomial.size",0.0453208838479153,0.104549417675719,"AMN",FALSE,2.25809542293918,-1
"SMAD5","OK","negbinomial.size",0.045417339311757,0.104741690747547,"SMAD5",FALSE,-2.25625804793201,1
"CES3","OK","negbinomial.size",0.0454399281320931,0.10476355040495,"CES3",FALSE,-2.25604936907164,1
"POLDIP2","OK","negbinomial.size",0.0456294463088019,0.105170148674253,"POLDIP2",FALSE,-2.25217577679471,1
"LTN1","OK","negbinomial.size",0.0456973106462909,0.105296196474772,"LTN1",FALSE,0,0
"NDUFAF3","OK","negbinomial.size",0.0457542020709727,0.105396894998312,"NDUFAF3",FALSE,-2.25002210252786,1
"SDF2L1","OK","negbinomial.size",0.0458014000230367,0.105475212560255,"SDF2L1",TRUE,-2.24927930570706,1
"GPX2","OK","negbinomial.size",0.0458809261221611,0.105627911449781,"GPX2",TRUE,2.24783262966309,-1
"CAMTA1","OK","negbinomial.size",0.0459739025551494,0.105811479066302,"CAMTA1",FALSE,-2.24609626765227,1
"RPF1","OK","negbinomial.size",0.0460341555264195,0.105919647800639,"RPF1",FALSE,2.24507451194399,-1
"FAM173A","OK","negbinomial.size",0.0460628648455813,0.105955196597882,"FAM173A",FALSE,2.24473894782663,-1
"HNRNPA3","OK","negbinomial.size",0.0461625660813135,0.106153975699504,"HNRNPA3",FALSE,2.24286463793552,-1
"SDAD1","OK","negbinomial.size",0.0462342505495178,0.106288232491714,"SDAD1",FALSE,2.24160070068665,-1
"QTRT1","OK","negbinomial.size",0.0463271522183814,0.106471174396631,"QTRT1",FALSE,-2.23988099341091,1
"JTB","OK","negbinomial.size",0.0464845404736895,0.106771475402487,"JTB",FALSE,-2.23706447237577,1
"HSCB","OK","negbinomial.size",0.0464771661600558,0.106771475402487,"HSCB",FALSE,0,0
"TLK1","OK","negbinomial.size",0.0465700028152561,0.106937038073768,"TLK1",FALSE,2.23551504692977,-1
"PIK3C3","OK","negbinomial.size",0.0467249016627297,0.107261904391518,"PIK3C3",FALSE,-2.23248173067618,1
"MED16","OK","negbinomial.size",0.0467591955879503,0.107309802396126,"MED16",FALSE,2.23203527847499,-1
"CLINT1","OK","negbinomial.size",0.0467801188018673,0.107326996653954,"CLINT1",FALSE,-2.23187506123414,1
"BCL2L12","OK","negbinomial.size",0.0468582385056698,0.107475368512861,"BCL2L12",TRUE,0,0
"CDK5RAP3","OK","negbinomial.size",0.0470312255417635,0.107841183157599,"CDK5RAP3",FALSE,-2.22709566046142,1
"NFIB","OK","negbinomial.size",0.0471425704431326,0.108065484914249,"NFIB",FALSE,-2.22501789381023,1
"SMUG1","OK","negbinomial.size",0.0472994272459376,0.108393955584252,"SMUG1",FALSE,-2.22198295182413,1
"INTS5","OK","negbinomial.size",0.0474264654635627,0.108653923600725,"INTS5",FALSE,-2.2195874606379,1
"G3BP2","OK","negbinomial.size",0.0474685415283514,0.108719150287491,"G3BP2",FALSE,-2.21898732477418,1
"GSTZ1","OK","negbinomial.size",0.0476762688280849,0.109163628712099,"GSTZ1",FALSE,-2.21490734155362,1
"DNTTIP2","OK","negbinomial.size",0.0477773391348894,0.109363711551676,"DNTTIP2",FALSE,-2.21307614830113,1
"SCAF11","OK","negbinomial.size",0.0479415821398975,0.109708242520023,"SCAF11",FALSE,-2.20993077760451,1
"EXOC3L4","OK","negbinomial.size",0.0479794769427128,0.109763527125456,"EXOC3L4",FALSE,0,0
"NNT","OK","negbinomial.size",0.0481053040657199,0.110015605919225,"NNT",FALSE,-2.20713305125964,1
"FETUB","OK","negbinomial.size",0.0481171996856079,0.110015605919225,"FETUB",FALSE,-2.20713305125964,1
"ATAD2B","OK","negbinomial.size",0.0483784802339948,0.110581360283139,"ATAD2B",FALSE,-2.20200373679932,1
"HSPBP1","OK","negbinomial.size",0.0483986342755995,0.110595792535406,"HSPBP1",FALSE,-2.20187323279287,1
"MRPL55","OK","negbinomial.size",0.0484244391191258,0.110623125500553,"MRPL55",FALSE,-2.20162612042537,1
"CEBPG","OK","negbinomial.size",0.0485669270382559,0.110916923110232,"CEBPG",FALSE,2.19897379833954,-1
"ARAP2","OK","negbinomial.size",0.0488286698201073,0.111482828723565,"ARAP2",FALSE,-2.1938847024208,1
"RNF125","OK","negbinomial.size",0.0488651761831611,0.111534311019606,"RNF125",FALSE,2.19342301326978,-1
"CNOT4","OK","negbinomial.size",0.0488948849233226,0.111570252833315,"CNOT4",FALSE,2.19310081623894,-1
"UBE2L6","OK","negbinomial.size",0.0489789865667731,0.111730254540418,"UBE2L6",TRUE,-2.19166775425115,1
"REEP5","OK","negbinomial.size",0.049021089604089,0.111794385566859,"REEP5",FALSE,-2.19109393806543,1
"CD302","OK","negbinomial.size",0.0491534397156468,0.112032269471687,"CD302",FALSE,-2.1889683289028,1
"VPS41","OK","negbinomial.size",0.049146235304206,0.112032269471687,"VPS41",FALSE,2.1889683289028,-1
"BBIP1","OK","negbinomial.size",0.0492156166398295,0.112141999591924,"BBIP1",FALSE,2.18798935723528,-1
"FAHD1","OK","negbinomial.size",0.0492339955243838,0.112151898014638,"FAHD1",FALSE,0,0
"CNOT6L","OK","negbinomial.size",0.0493014984843154,0.1122736604127,"CNOT6L",FALSE,2.18681599138479,-1
"SEPT6","OK","negbinomial.size",0.0493817131514439,0.112424293388373,"SEPT6",FALSE,2.18547523152748,-1
"LACTB","OK","negbinomial.size",0.049505083490187,0.112673062423835,"LACTB",FALSE,2.18326490670296,-1
"PSPC1","OK","negbinomial.size",0.0498720631306495,0.113475984190495,"PSPC1",FALSE,-2.17616405748493,1
"KAT2B","OK","negbinomial.size",0.0499824536482513,0.113694787105943,"KAT2B",FALSE,2.17423772706963,-1
"TENM1","OK","negbinomial.size",0.0501733675419906,0.11409657940468,"TENM1",FALSE,-2.17071000148828,1
"YIPF6","OK","negbinomial.size",0.0502331023689883,0.11419992063459,"YIPF6",FALSE,-2.16980467672903,1
"VARS2","OK","negbinomial.size",0.0503005920916413,0.114320828044456,"VARS2",FALSE,-2.16874650217074,1
"PFKL","OK","negbinomial.size",0.050318510152309,0.114329034582628,"PFKL",FALSE,-2.16867471959382,1
"HSF1","OK","negbinomial.size",0.0503823346846829,0.114441511218107,"HSF1",FALSE,2.16769140555618,-1
"USP25","OK","negbinomial.size",0.0504017579120642,0.114453096753426,"USP25",FALSE,-2.16759017525258,1
"ECH1","OK","negbinomial.size",0.0504784189371728,0.114594615263337,"ECH1",FALSE,-2.16635446303635,1
"RNF170","OK","negbinomial.size",0.0505476767760031,0.114719251666299,"RNF170",FALSE,-2.16526742528408,1
"SF3B1","OK","negbinomial.size",0.0506049891155748,0.114816714373242,"SF3B1",FALSE,2.16441821010895,-1
"PERP","OK","negbinomial.size",0.0506746277819714,0.1149230509798,"PERP",FALSE,-2.16349249649565,1
"NDUFB8","OK","negbinomial.size",0.0506806196537122,0.1149230509798,"NDUFB8",FALSE,-2.16349249649565,1
"RAB18","OK","negbinomial.size",0.0507704470720637,0.115073442257241,"RAB18",FALSE,-2.16218472613134,1
"LSM14A","OK","negbinomial.size",0.0507757423850623,0.115073442257241,"LSM14A",FALSE,2.16218472613134,-1
"PLEKHM2","OK","negbinomial.size",0.0508014949365493,0.115099162471779,"PLEKHM2",FALSE,-2.16196123980745,1
"CTAGE5","OK","negbinomial.size",0.0509581938182164,0.115421464512859,"CTAGE5",FALSE,-2.15916494122619,1
"AFF4","OK","negbinomial.size",0.0510158921206941,0.115507458738356,"AFF4",FALSE,2.15842017328408,-1
"NFKB2","OK","negbinomial.size",0.0510250693713425,0.115507458738356,"NFKB2",FALSE,-2.15842017328408,1
"XBP1","OK","negbinomial.size",0.0510750953349197,0.115587960017373,"XBP1",FALSE,2.15772348026692,-1
"KDM5C","OK","negbinomial.size",0.0513309051880523,0.116133993023139,"KDM5C",FALSE,-2.15301064223621,1
"VEZT","OK","negbinomial.size",0.0513516330405548,0.116148004423174,"VEZT",FALSE,-2.15289000094496,1
"CASP2","OK","negbinomial.size",0.0513844865615817,0.116189426178155,"CASP2",FALSE,0,0
"CLDN7","OK","negbinomial.size",0.0514008069848254,0.116193450810676,"CLDN7",FALSE,0,0
"HAL","OK","negbinomial.size",0.05145670753451,0.116286920222927,"HAL",FALSE,-2.15169469162125,1
"F8","OK","negbinomial.size",0.0515174485909614,0.116391272742542,"F8",TRUE,-2.15079772293431,1
"CTDSP2","OK","negbinomial.size",0.0516405302305961,0.116636370003588,"CTDSP2",FALSE,-2.14869413257449,1
"GTPBP4","OK","negbinomial.size",0.051720859036877,0.116784793603754,"GTPBP4",FALSE,2.14742240881238,-1
"AFTPH","OK","negbinomial.size",0.0517927976281944,0.116914193742063,"AFTPH",FALSE,2.14631500006403,-1
"C22orf39","OK","negbinomial.size",0.0518589490377328,0.117030460819125,"C22orf39",FALSE,-2.14532102918786,1
"IGFALS","OK","negbinomial.size",0.0520986835494546,0.117538277877948,"IGFALS",FALSE,-2.14099122927515,1
"PNO1","OK","negbinomial.size",0.0521458556837414,0.117611496688901,"PNO1",FALSE,0,0
"ATP2B2","OK","negbinomial.size",0.0521742761020126,0.117642392869973,"ATP2B2",FALSE,0,0
"ATP6V1A","OK","negbinomial.size",0.0522372142886491,0.117751080220196,"ATP6V1A",FALSE,-2.13918237228314,1
"ANGEL2","OK","negbinomial.size",0.0523599849607248,0.117994540276693,"ANGEL2",TRUE,-2.1371169244285,1
"ACADS","OK","negbinomial.size",0.0524233451384135,0.118092091632958,"ACADS",FALSE,2.13629052133207,-1
"ARGLU1","OK","negbinomial.size",0.0524476077093441,0.118092091632958,"ARGLU1",FALSE,2.13629052133207,-1
"ZBTB7B","OK","negbinomial.size",0.0524405920830183,0.118092091632958,"ZBTB7B",FALSE,2.13629052133207,-1
"PARP8","OK","negbinomial.size",0.0525969566828055,0.118395008690788,"PARP8",FALSE,2.13372871374864,-1
"BHMT","OK","negbinomial.size",0.0526265689043532,0.118428305298419,"BHMT",TRUE,-2.13344752008329,1
"EIF4EBP2","OK","negbinomial.size",0.0528192995147866,0.118828553609983,"EIF4EBP2",FALSE,-2.1300735506807,1
"ESF1","OK","negbinomial.size",0.0529465372116973,0.119081277472185,"ESF1",FALSE,-2.12794901504372,1
"BLMH","OK","negbinomial.size",0.0530037309711554,0.119176368652364,"BLMH",FALSE,-2.12715079356563,1
"PDHB","OK","negbinomial.size",0.0530195036017431,0.119178299094664,"PDHB",FALSE,-2.1271345954998,1
"ATP5S","OK","negbinomial.size",0.0530644799727043,0.119245854741811,"ATP5S",FALSE,-2.12656791089283,1
"NOP10","OK","negbinomial.size",0.0531506619881326,0.119405943195718,"NOP10",FALSE,2.12522630375387,-1
"LL22NC03-2H8.5","OK","negbinomial.size",0.0531993318879167,0.119481692275532,"LL22NC03-2H8.5",FALSE,-2.12459212206252,1
"API5","OK","negbinomial.size",0.053454177066786,0.120014452207945,"API5",FALSE,2.1201431083856,-1
"GOLT1A","OK","negbinomial.size",0.0534665811363139,0.120014452207945,"GOLT1A",FALSE,0,0
"ABHD11","OK","negbinomial.size",0.0535417568981915,0.120149446608663,"ABHD11",FALSE,-2.11901892264745,1
"OTUD5","OK","negbinomial.size",0.0537067716057451,0.120485910135179,"OTUD5",FALSE,-2.11622246122684,1
"TMEM19","OK","negbinomial.size",0.0537240459902687,0.120490836797148,"TMEM19",FALSE,-2.11618157212005,1
"EFTUD2","OK","negbinomial.size",0.0537448473292351,0.120503668632974,"EFTUD2",FALSE,2.11607508142795,-1
"SLC9A8","OK","negbinomial.size",0.0537888791979,0.120568564844437,"SLC9A8",FALSE,0,0
"PGRMC1","OK","negbinomial.size",0.0538798273920023,0.120704710033499,"PGRMC1",FALSE,-2.11440812899297,1
"CD9","OK","negbinomial.size",0.0538656635400128,0.120704710033499,"CD9",TRUE,2.11440812899297,-1
"GNA12","OK","negbinomial.size",0.053925298421244,0.120772718521345,"GNA12",FALSE,-2.11384485904222,1
"DPM2","OK","negbinomial.size",0.0539656991449585,0.120829336471663,"DPM2",FALSE,2.11337617137848,-1
"KLF9","OK","negbinomial.size",0.0540339280846319,0.120922322100175,"KLF9",FALSE,-2.11260690564813,1
"RAB22A","OK","negbinomial.size",0.0540374937078871,0.120922322100175,"RAB22A",FALSE,-2.11260690564813,1
"CAMLG","OK","negbinomial.size",0.0541028162774454,0.121000729043679,"CAMLG",FALSE,2.11195870824917,-1
"RWDD4","OK","negbinomial.size",0.0541021474138592,0.121000729043679,"RWDD4",FALSE,-2.11195870824917,1
"UIMC1","OK","negbinomial.size",0.0541935223006509,0.121169680107583,"UIMC1",TRUE,0,0
"ZG16","OK","negbinomial.size",0.054286500195006,0.121343614841481,"ZG16",FALSE,0,0
"CPEB3","OK","negbinomial.size",0.0545171883878051,0.121791124519695,"CPEB3",FALSE,-2.10544779565786,1
"TMEM87B","OK","negbinomial.size",0.0545129900881419,0.121791124519695,"TMEM87B",FALSE,-2.10544779565786,1
"KAT2A","OK","negbinomial.size",0.0546715916677139,0.122101925381974,"KAT2A",TRUE,-2.10289912909567,1
"TBC1D14","OK","negbinomial.size",0.0548533388119024,0.122473604483351,"TBC1D14",FALSE,-2.09985974582043,1
"PTBP1","OK","negbinomial.size",0.0548885903702215,0.122518079790067,"PTBP1",FALSE,-2.09949666976471,1
"LRPPRC","OK","negbinomial.size",0.0550416691428609,0.122756901512867,"LRPPRC",FALSE,-2.09754928975062,1
"PPP1R7","OK","negbinomial.size",0.0550211281998959,0.122756901512867,"PPP1R7",FALSE,-2.09754928975062,1
"GABARAPL2","OK","negbinomial.size",0.0550315292201871,0.122756901512867,"GABARAPL2",FALSE,-2.09754928975062,1
"ABI1","OK","negbinomial.size",0.0550849696688357,0.122819194370442,"ABI1",FALSE,-2.09704196953537,1
"ANO1","OK","negbinomial.size",0.055173730533277,0.122982784014342,"ANO1",FALSE,-2.09571090076914,1
"GADD45G","OK","negbinomial.size",0.0551944642377656,0.12299469150139,"GADD45G",TRUE,-2.09561408306636,1
"LRRC8A","OK","negbinomial.size",0.0552633444690735,0.123113851589731,"LRRC8A",FALSE,-2.09464572905348,1
"SMIM19","OK","negbinomial.size",0.0553454219758791,0.123262337516513,"SMIM19",FALSE,-2.0934403695153,1
"A2M","OK","negbinomial.size",0.0554380590325823,0.123428624509582,"A2M",TRUE,-2.09209222917901,1
"ACOT2","OK","negbinomial.size",0.0554509775984731,0.123428624509582,"ACOT2",FALSE,0,0
"ABCA6","OK","negbinomial.size",0.0554693425674547,0.12343512014941,"ABCA6",FALSE,-2.0920396038748,1
"VCP","OK","negbinomial.size",0.0555357012820498,0.123548382222957,"VCP",FALSE,-2.09112244074125,1
"KANSL3","OK","negbinomial.size",0.0555975172859018,0.123651478049441,"KANSL3",FALSE,-2.0902883315929,1
"GNB1","OK","negbinomial.size",0.0556330274137714,0.123696027285322,"GNB1",FALSE,2.08992811582034,-1
"GABARAP","OK","negbinomial.size",0.0556778886877316,0.123761337553175,"GABARAP",FALSE,-2.08940026513857,1
"POLR2C","OK","negbinomial.size",0.0559641533355066,0.124363055979987,"POLR2C",FALSE,2.08455012043649,-1
"CSTF3","OK","negbinomial.size",0.0560531112394233,0.124526108399842,"CSTF3",FALSE,-2.08323987903978,1
"THEM4","OK","negbinomial.size",0.0562031503207906,0.124824728797509,"THEM4",FALSE,-2.08084469525948,1
"BCS1L","OK","negbinomial.size",0.0563168511183194,0.125019158592793,"BCS1L",FALSE,-2.07928828468194,1
"SHPRH","OK","negbinomial.size",0.0563219835983051,0.125019158592793,"SHPRH",FALSE,-2.07928828468194,1
"TBPL1","OK","negbinomial.size",0.0564533024598056,0.125275851140324,"TBPL1",FALSE,0,0
"ALDOC","OK","negbinomial.size",0.0566580835072417,0.125695376264955,"ALDOC",FALSE,0,0
"SPTY2D1","OK","negbinomial.size",0.0567721118704433,0.125913390495896,"SPTY2D1",FALSE,-2.07216098539925,1
"UBALD1","OK","negbinomial.size",0.0568025320201473,0.125945902711708,"UBALD1",FALSE,2.07190280778286,-1
"GNB2","OK","negbinomial.size",0.0570569790229921,0.126474984569412,"GNB2",FALSE,2.06771074080919,-1
"EBLN3","OK","negbinomial.size",0.0571509808681916,0.126648221885113,"EBLN3",FALSE,-2.06634194222943,1
"FRG1","OK","negbinomial.size",0.0572364564389079,0.126798624987494,"FRG1",FALSE,-2.06515508098502,1
"LRRC8D","OK","negbinomial.size",0.0572505867794865,0.126798624987494,"LRRC8D",FALSE,-2.06515508098502,1
"DPY30","OK","negbinomial.size",0.0572791757189492,0.126824521955409,"DPY30",FALSE,-2.06495086486107,1
"SLMAP","OK","negbinomial.size",0.0572940213063481,0.126824521955409,"SLMAP",FALSE,-2.06495086486107,1
"DTX1","OK","negbinomial.size",0.0573775807766675,0.126974314036652,"DTX1",FALSE,0,0
"YARS","OK","negbinomial.size",0.0574310094090428,0.12705736328562,"YARS",FALSE,2.06311661508565,-1
"UBE2G2","OK","negbinomial.size",0.0574828865365627,0.127136935043917,"UBE2G2",FALSE,-2.06249054470234,1
"SLC25A29","OK","negbinomial.size",0.0574995974734945,0.127138705979716,"SLC25A29",FALSE,-2.06247661544201,1
"TP53INP1","OK","negbinomial.size",0.0575188695843694,0.127146137440857,"TP53INP1",FALSE,-2.06241816554746,1
"MTRNR2L12","OK","negbinomial.size",0.0575951787137162,0.127279610924034,"MTRNR2L12",FALSE,2.06136895180805,-1
"ARF3","OK","negbinomial.size",0.0576772670902503,0.127425778633727,"ARF3",FALSE,-2.06022121224908,1
"TMEM50B","OK","negbinomial.size",0.0577007350255953,0.127442391815791,"TMEM50B",FALSE,-2.06009084538485,1
"REV3L","OK","negbinomial.size",0.0578711853553706,0.127783543015962,"REV3L",FALSE,2.05741751672355,-1
"PURA","OK","negbinomial.size",0.058237843197037,0.128557625687161,"PURA",FALSE,-2.05137802624271,1
"CCNL2","OK","negbinomial.size",0.0582772788665099,0.128609150903695,"CCNL2",FALSE,2.05097731182767,-1
"SYNPO","OK","negbinomial.size",0.0585840511207791,0.129250456241343,"SYNPO",FALSE,-2.04600323568615,1
"ABCB7","OK","negbinomial.size",0.0588580211893249,0.129819058052414,"ABCB7",TRUE,-2.04161365920029,1
"UBE2W","OK","negbinomial.size",0.058919780978971,0.129919417716048,"UBE2W",FALSE,2.04084088444421,-1
"VMA21","OK","negbinomial.size",0.0589795623636133,0.130015360785554,"VMA21",FALSE,-2.04010267561801,1
"YWHAE","OK","negbinomial.size",0.0590554818803104,0.130146816245328,"YWHAE",FALSE,-2.03909211003571,1
"PET117","OK","negbinomial.size",0.0591261450276516,0.130266618394255,"PET117",FALSE,-2.03817201804779,1
"THOC2","OK","negbinomial.size",0.0591766793198233,0.130342018865686,"THOC2",FALSE,-2.0375933689721,1
"C1orf27","OK","negbinomial.size",0.0592320729494438,0.130428077966108,"C1orf27",FALSE,-2.03693333084202,1
"GATAD2B","OK","negbinomial.size",0.0592780653447356,0.130457455293248,"GATAD2B",FALSE,-2.03670811845177,1
"SLC4A4","OK","negbinomial.size",0.0592706380833793,0.130457455293248,"SLC4A4",FALSE,0,0
"BOK","OK","negbinomial.size",0.0594513708452976,0.130802837121358,"BOK",FALSE,0,0
"MVB12A","OK","negbinomial.size",0.0594733630034116,0.130815206099714,"MVB12A",FALSE,2.03396959213111,-1
"C9orf114","OK","negbinomial.size",0.0595214127480912,0.130884867713263,"C9orf114",FALSE,0,0
"CDK9","OK","negbinomial.size",0.0596427105000367,0.131115515709984,"CDK9",FALSE,2.03167654502474,-1
"SPARCL1","OK","negbinomial.size",0.059700420172469,0.131206286468152,"SPARCL1",TRUE,-2.03098448846645,1
"ORAI3","OK","negbinomial.size",0.0597610947978046,0.131303521729243,"ORAI3",FALSE,2.03024367602819,-1
"RP2","OK","negbinomial.size",0.0598350374751657,0.131393730273165,"RP2",FALSE,-2.02955688888611,1
"PLEKHA4","OK","negbinomial.size",0.0598242573793965,0.131393730273165,"PLEKHA4",FALSE,-2.02955688888611,1
"TMEM243","OK","negbinomial.size",0.0598806689687794,0.131457809266351,"TMEM243",FALSE,-2.02906932092613,1
"RAB3IP","OK","negbinomial.size",0.0599568134005887,0.131588820621836,"RAB3IP",FALSE,0,0
"BAG6","OK","negbinomial.size",0.0599785898300474,0.131600469887949,"BAG6",FALSE,2.02798468952018,-1
"AGMAT","OK","negbinomial.size",0.0600228557025315,0.131661443842693,"AGMAT",FALSE,0,0
"SCAMP2","OK","negbinomial.size",0.0600755727286878,0.131740917034836,"SCAMP2",FALSE,-2.02691803484926,1
"QPRT","OK","negbinomial.size",0.0601808612791801,0.131863247184516,"QPRT",FALSE,-2.02598989959902,1
"TOP1MT","OK","negbinomial.size",0.0601480517345343,0.131863247184516,"TOP1MT",FALSE,-2.02598989959902,1
"PTGES2","OK","negbinomial.size",0.0601701931345335,0.131863247184516,"PTGES2",FALSE,-2.02598989959902,1
"MTCH2","OK","negbinomial.size",0.0602251460674323,0.131924106969532,"MTCH2",FALSE,-2.02552846894181,1
"GRAMD4","OK","negbinomial.size",0.0604171889280173,0.132308511023236,"GRAMD4",FALSE,-2.02261887868901,1
"CASC4","OK","negbinomial.size",0.0604818860488859,0.132341388668304,"CASC4",FALSE,-2.02237041726676,1
"HDAC5","OK","negbinomial.size",0.0604564260495993,0.132341388668304,"HDAC5",FALSE,-2.02237041726676,1
"DNAJC5","OK","negbinomial.size",0.0604785689442065,0.132341388668304,"DNAJC5",FALSE,-2.02237041726676,1
"SQLE","OK","negbinomial.size",0.0606057968465992,0.132576217520168,"SQLE",FALSE,-2.02059757236794,1
"ATP5J2","OK","negbinomial.size",0.060743527034675,0.132775792023831,"ATP5J2",FALSE,-2.01909334753364,1
"PRF1","OK","negbinomial.size",0.0607468771917313,0.132775792023831,"PRF1",FALSE,2.01909334753364,-1
"PEX11B","OK","negbinomial.size",0.06073573867966,0.132775792023831,"PEX11B",FALSE,-2.01909334753364,1
"COQ7","OK","negbinomial.size",0.0609142528482264,0.133105221359086,"COQ7",FALSE,2.01661532550688,-1
"BMI1","OK","negbinomial.size",0.0609497726379932,0.133146427870477,"BMI1",FALSE,-2.0163057949418,1
"USP1","OK","negbinomial.size",0.0610171670583819,0.133257223821681,"USP1",FALSE,-2.01547400486018,1
"DESI1","OK","negbinomial.size",0.0610419045517216,0.133274824937926,"DESI1",FALSE,2.01534192981441,-1
"PCGF5","OK","negbinomial.size",0.0612048967287705,0.133557708836593,"PCGF5",FALSE,-2.01322161861662,1
"SLC2A4RG","OK","negbinomial.size",0.0611932997940542,0.133557708836593,"SLC2A4RG",FALSE,-2.01322161861662,1
"CMSS1","OK","negbinomial.size",0.0614376564438773,0.134029023380569,"CMSS1",FALSE,-2.00969891009167,1
"ESYT2","OK","negbinomial.size",0.0615857233734128,0.13431536994458,"ESYT2",FALSE,-2.00756473714214,1
"FAM118A","OK","negbinomial.size",0.0616972174317699,0.134521818416719,"FAM118A",FALSE,0,0
"TMED9","OK","negbinomial.size",0.0617619535128749,0.134626233093667,"TMED9",FALSE,-2.0052529840774,1
"WTAP","OK","negbinomial.size",0.0619468969554156,0.134942918689138,"WTAP",FALSE,2.0029034144841,-1
"RP11-660L16.2","OK","negbinomial.size",0.0619747855824224,0.134942918689138,"RP11-660L16.2",FALSE,-2.0029034144841,1
"ANKRD13A","OK","negbinomial.size",0.0619612088146621,0.134942918689138,"ANKRD13A",FALSE,-2.0029034144841,1
"JMJD8","OK","negbinomial.size",0.0619681071976502,0.134942918689138,"JMJD8",FALSE,-2.0029034144841,1
"POLR2L","OK","negbinomial.size",0.0620137963150765,0.134991077731892,"POLR2L",FALSE,-2.00254659360268,1
"ACSL4","OK","negbinomial.size",0.0620922572340186,0.135125061970872,"ACSL4",FALSE,2.00155454440402,-1
"PITPNM2","OK","negbinomial.size",0.0621795843391111,0.135278262579319,"PITPNM2",FALSE,0,0
"ZBTB20","OK","negbinomial.size",0.062630227293802,0.136210044434559,"ZBTB20",FALSE,-1.99355714030197,1
"CGNL1","OK","negbinomial.size",0.0626419613686651,0.136210044434559,"CGNL1",FALSE,0,0
"ELAVL1","OK","negbinomial.size",0.0626807599476488,0.136257332084239,"ELAVL1",FALSE,-1.99321003342437,1
"CLEC4G","OK","negbinomial.size",0.0631708295766741,0.13728531388284,"CLEC4G",TRUE,1.98569393563761,-1
"YWHAB","OK","negbinomial.size",0.0632225449649777,0.137360347149303,"YWHAB",FALSE,-1.98514753510066,1
"INTS10","OK","negbinomial.size",0.0633463347009059,0.137591889262011,"INTS10",FALSE,-1.98346329953696,1
"ERC1","OK","negbinomial.size",0.0634368043622806,0.137750952081246,"ERC1",FALSE,-1.98230791931241,1
"DECR1","OK","negbinomial.size",0.0636172416504434,0.13806772895945,"DECR1",FALSE,-1.98001092466151,1
"AGPAT5","OK","negbinomial.size",0.0636124452500359,0.13806772895945,"AGPAT5",FALSE,-1.98001092466151,1
"ORMDL2","OK","negbinomial.size",0.0636447311072894,0.138089884952036,"ORMDL2",FALSE,-1.97985046562277,1
"MOV10","OK","negbinomial.size",0.0637148014488035,0.138204391524807,"MOV10",FALSE,0,0
"SS18L2","OK","negbinomial.size",0.0637475326425804,0.138237865223028,"SS18L2",FALSE,1.97877941658738,-1
"IKZF5","OK","negbinomial.size",0.0638178503224301,0.138352805731562,"IKZF5",FALSE,-1.97794829300137,1
"SLC7A5","OK","negbinomial.size",0.0638701102159795,0.138428546443149,"SLC7A5",TRUE,0,0
"BRD2","OK","negbinomial.size",0.0639255542499508,0.138476303723697,"BRD2",FALSE,1.97705606024037,-1
"AGAP6","OK","negbinomial.size",0.0639268032081989,0.138476303723697,"AGAP6",FALSE,0,0
"GRB2","OK","negbinomial.size",0.064007609230389,0.138613768390254,"GRB2",FALSE,1.9760638581251,-1
"ECI1","OK","negbinomial.size",0.0640414808838789,0.13862480448337,"ECI1",FALSE,-1.9759842437121,1
"IFRD2","OK","negbinomial.size",0.0640474005947442,0.13862480448337,"IFRD2",FALSE,-1.9759842437121,1
"POLR2K","OK","negbinomial.size",0.0642327432492957,0.138950690661917,"POLR2K",FALSE,-1.97363615222723,1
"TPT1","OK","negbinomial.size",0.0642157104786188,0.138950690661917,"TPT1",FALSE,1.97363615222723,-1
